[   0.0s] loading gold from runs/encoder_gold_v4b.jsonl
[   0.1s] 987 gold records
[   0.1s] holdout mode: 98 held-out sentences, pool=791, train subset=788 (subset_seed=0)
[   0.1s] loading USVS from /home/user/NAOMI/consciousness_transformer/data/usvs
[  13.8s] USVS loaded: 117679 senses, d_axes=607
[  13.8s] pos_vocab=15 role_vocab=39
[  13.8s] policy params: 343,366 (~1.373 MB fp32)
[  13.8s] building features + derivations for 788 train records
[  14.6s] 788 teacher-forced derivations
[  14.7s] dev-holdout eval targets from runs/encoder_gold_v2.jsonl: matched=98 missing=0
[ 717.1s] epoch 23 step 18550 avg_loss=12.849
[ 718.8s] epoch 23 step 18600 avg_loss=12.893
[ 720.9s] epoch 23 step 18650 avg_loss=12.988
[ 722.9s] epoch 23 step 18700 avg_loss=12.842
[ 725.1s] epoch 23 step 18750 avg_loss=13.081
[ 726.6s] epoch 23 step 18800 avg_loss=12.802
[ 728.8s] epoch 23 step 18850 avg_loss=12.870
[ 730.5s] epoch 23 step 18900 avg_loss=12.538
[ 730.9s] === epoch 23 done: avg_loss=12.497 (n=788 derivations) ===
[ 732.2s] epoch 24 step 18950 avg_loss=12.808
[ 734.1s] epoch 24 step 19000 avg_loss=12.320
[ 735.7s] epoch 24 step 19050 avg_loss=11.481
[ 737.5s] epoch 24 step 19100 avg_loss=11.417
[ 739.4s] epoch 24 step 19150 avg_loss=10.971
[ 741.2s] epoch 24 step 19200 avg_loss=11.099
[ 743.1s] epoch 24 step 19250 avg_loss=11.599
[ 744.7s] epoch 24 step 19300 avg_loss=11.365
[ 746.4s] epoch 24 step 19350 avg_loss=11.687
[ 748.2s] epoch 24 step 19400 avg_loss=11.674
[ 749.7s] epoch 24 step 19450 avg_loss=11.592
[ 751.6s] epoch 24 step 19500 avg_loss=11.593
[ 753.5s] epoch 24 step 19550 avg_loss=11.786
[ 755.3s] epoch 24 step 19600 avg_loss=11.821
[ 757.0s] epoch 24 step 19650 avg_loss=11.810
[ 758.7s] epoch 24 step 19700 avg_loss=11.892
[ 758.7s] === epoch 24 done: avg_loss=11.892 (n=788 derivations) ===
[ 760.6s] epoch 25 step 19750 avg_loss=12.518
