[   0.0s] loading gold from runs/encoder_gold_v4b_all.jsonl
[   1.0s] 986 gold records
[   1.0s] holdout mode: 98 held-out sentences, pool=790, train subset=788 (subset_seed=0)
[   1.0s] loading USVS from /home/user/NAOMI/consciousness_transformer/data/usvs
[  18.6s] USVS loaded: 117679 senses, d_axes=607
[  18.6s] pos_vocab=15 role_vocab=40
[  18.6s] policy params: 343,495 (~1.374 MB fp32)
[  18.6s] building features + derivations for 788 train records
[  20.6s] 2856 teacher-forced derivations
[  21.1s] dev-holdout eval targets from runs/encoder_gold_v2.jsonl: matched=98 missing=0
[ 384.1s] epoch 3 step 9550 avg_loss=22.812
[ 385.9s] epoch 3 step 9600 avg_loss=22.862
[ 387.7s] epoch 3 step 9650 avg_loss=22.991
[ 389.3s] epoch 3 step 9700 avg_loss=22.900
[ 391.0s] epoch 3 step 9750 avg_loss=22.856
[ 392.9s] epoch 3 step 9800 avg_loss=23.045
[ 394.7s] epoch 3 step 9850 avg_loss=22.985
[ 396.4s] epoch 3 step 9900 avg_loss=22.872
[ 398.2s] epoch 3 step 9950 avg_loss=22.797
[ 400.2s] epoch 3 step 10000 avg_loss=22.844
[ 402.2s] epoch 3 step 10050 avg_loss=22.868
[ 403.9s] epoch 3 step 10100 avg_loss=22.714
[ 405.7s] epoch 3 step 10150 avg_loss=22.607
[ 407.6s] epoch 3 step 10200 avg_loss=22.547
[ 409.5s] epoch 3 step 10250 avg_loss=22.592
[ 411.4s] epoch 3 step 10300 avg_loss=22.651
[ 413.1s] epoch 3 step 10350 avg_loss=22.570
[ 414.9s] epoch 3 step 10400 avg_loss=22.617
[ 416.8s] epoch 3 step 10450 avg_loss=22.605
[ 418.4s] epoch 3 step 10500 avg_loss=22.540
[ 420.2s] epoch 3 step 10550 avg_loss=22.595
[ 422.3s] epoch 3 step 10600 avg_loss=22.677
[ 424.0s] epoch 3 step 10650 avg_loss=22.613
[ 425.9s] epoch 3 step 10700 avg_loss=22.543
[ 427.6s] epoch 3 step 10750 avg_loss=22.469
[ 429.6s] epoch 3 step 10800 avg_loss=22.562
[ 431.5s] epoch 3 step 10850 avg_loss=22.525
[ 433.1s] epoch 3 step 10900 avg_loss=22.507
[ 434.8s] epoch 3 step 10950 avg_loss=22.486
[ 436.7s] epoch 3 step 11000 avg_loss=22.475
[ 438.8s] epoch 3 step 11050 avg_loss=22.512
[ 440.5s] epoch 3 step 11100 avg_loss=22.486
[ 442.3s] epoch 3 step 11150 avg_loss=22.497
[ 444.0s] epoch 3 step 11200 avg_loss=22.368
[ 445.6s] epoch 3 step 11250 avg_loss=22.411
[ 447.2s] epoch 3 step 11300 avg_loss=22.349
[ 448.8s] epoch 3 step 11350 avg_loss=22.273
[ 450.5s] epoch 3 step 11400 avg_loss=22.314
[ 451.3s] === epoch 3 done: avg_loss=22.276 (n=2856 derivations) ===
[ 452.1s] epoch 4 step 11450 avg_loss=17.745
[ 453.8s] epoch 4 step 11500 avg_loss=20.553
[ 455.7s] epoch 4 step 11550 avg_loss=21.428
[ 457.3s] epoch 4 step 11600 avg_loss=20.594
[ 459.3s] epoch 4 step 11650 avg_loss=21.754
[ 460.8s] epoch 4 step 11700 avg_loss=20.480
[ 462.7s] epoch 4 step 11750 avg_loss=20.967
[ 464.7s] epoch 4 step 11800 avg_loss=21.310
[ 466.4s] epoch 4 step 11850 avg_loss=20.756
[ 468.2s] epoch 4 step 11900 avg_loss=20.528
[ 470.3s] epoch 4 step 11950 avg_loss=21.175
[ 472.1s] epoch 4 step 12000 avg_loss=20.821
[ 473.9s] epoch 4 step 12050 avg_loss=20.714
[ 475.8s] epoch 4 step 12100 avg_loss=20.718
[ 477.8s] epoch 4 step 12150 avg_loss=20.676
[ 479.7s] epoch 4 step 12200 avg_loss=20.530
[ 481.4s] epoch 4 step 12250 avg_loss=20.539
[ 483.3s] epoch 4 step 12300 avg_loss=20.462
[ 484.8s] epoch 4 step 12350 avg_loss=20.152
[ 486.8s] epoch 4 step 12400 avg_loss=20.232
[ 488.5s] epoch 4 step 12450 avg_loss=20.125
[ 490.4s] epoch 4 step 12500 avg_loss=20.219
[ 492.3s] epoch 4 step 12550 avg_loss=20.383
[ 493.9s] epoch 4 step 12600 avg_loss=20.228
[ 495.9s] epoch 4 step 12650 avg_loss=20.194
[ 497.5s] epoch 4 step 12700 avg_loss=20.087
[ 499.4s] epoch 4 step 12750 avg_loss=20.110
[ 501.2s] epoch 4 step 12800 avg_loss=20.070
[ 502.9s] epoch 4 step 12850 avg_loss=20.051
[ 504.8s] epoch 4 step 12900 avg_loss=19.967
[ 506.7s] epoch 4 step 12950 avg_loss=19.902
[ 508.8s] epoch 4 step 13000 avg_loss=19.883
[ 510.7s] epoch 4 step 13050 avg_loss=19.912
[ 512.7s] epoch 4 step 13100 avg_loss=19.964
[ 514.8s] epoch 4 step 13150 avg_loss=20.038
[ 516.3s] epoch 4 step 13200 avg_loss=19.879
[ 517.8s] epoch 4 step 13250 avg_loss=19.806
[ 519.5s] epoch 4 step 13300 avg_loss=19.782
[ 521.4s] epoch 4 step 13350 avg_loss=19.907
[ 523.0s] epoch 4 step 13400 avg_loss=19.799
[ 524.9s] epoch 4 step 13450 avg_loss=19.897
[ 526.9s] epoch 4 step 13500 avg_loss=19.938
[ 528.6s] epoch 4 step 13550 avg_loss=19.893
[ 530.6s] epoch 4 step 13600 avg_loss=19.927
[ 532.5s] epoch 4 step 13650 avg_loss=19.985
[ 534.1s] epoch 4 step 13700 avg_loss=20.012
[ 535.8s] epoch 4 step 13750 avg_loss=19.959
[ 537.6s] epoch 4 step 13800 avg_loss=19.940
[ 539.3s] epoch 4 step 13850 avg_loss=19.918
[ 541.2s] epoch 4 step 13900 avg_loss=19.899
[ 543.1s] epoch 4 step 13950 avg_loss=19.844
[ 545.1s] epoch 4 step 14000 avg_loss=19.854
[ 546.9s] epoch 4 step 14050 avg_loss=19.888
[ 548.9s] epoch 4 step 14100 avg_loss=19.895
[ 550.9s] epoch 4 step 14150 avg_loss=19.898
[ 553.1s] epoch 4 step 14200 avg_loss=19.902
[ 554.9s] epoch 4 step 14250 avg_loss=19.812
[ 556.2s] === epoch 4 done: avg_loss=19.791 (n=2856 derivations) ===
[ 557.0s] epoch 5 step 14300 avg_loss=20.978
[ 559.1s] epoch 5 step 14350 avg_loss=21.114
[ 561.4s] epoch 5 step 14400 avg_loss=21.335
[ 563.4s] epoch 5 step 14450 avg_loss=20.227
[ 565.1s] epoch 5 step 14500 avg_loss=18.825
[ 567.0s] epoch 5 step 14550 avg_loss=18.540
[ 568.9s] epoch 5 step 14600 avg_loss=18.865
[ 570.8s] epoch 5 step 14650 avg_loss=19.012
[ 572.8s] epoch 5 step 14700 avg_loss=19.003
[ 574.6s] epoch 5 step 14750 avg_loss=18.667
[ 576.4s] epoch 5 step 14800 avg_loss=18.488
[ 578.1s] epoch 5 step 14850 avg_loss=18.232
[ 580.1s] epoch 5 step 14900 avg_loss=18.163
[ 581.9s] epoch 5 step 14950 avg_loss=18.011
[ 583.9s] epoch 5 step 15000 avg_loss=18.059
[ 585.8s] epoch 5 step 15050 avg_loss=18.008
[ 587.8s] epoch 5 step 15100 avg_loss=18.059
[ 589.7s] epoch 5 step 15150 avg_loss=17.954
[ 591.5s] epoch 5 step 15200 avg_loss=18.133
[ 593.4s] epoch 5 step 15250 avg_loss=18.107
[ 595.3s] epoch 5 step 15300 avg_loss=18.122
